property_title,property_location,price,area,listing_type
350 m2 3 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",180.0,350.0,For Rent
Unfurnished Monthly in Muscat Al-Hail,"Muscat, Al-Hail",60.0,350.0,For Rent
350 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",30.0,350.0,For Rent
Furnished Daily in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",6.0,350.0,For Rent
Furnished Daily in Muscat Al Khuwair,"Muscat, Al Khuwair",5.0,350.0,For Rent
200 m2 More than 6 bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",45.0,200.0,For Rent
65 m2 1 Bedroom Apartments for Rent in Muscat Bosher,"Muscat, Bosher",16.0,65.0,For Rent
300 m2 3 Bedrooms Villa for Rent in Al Dakhiliya Other,"Al Dakhiliya, Other",600.0,300.0,For Rent
محلات للإيجار في السيح الأحمر ولاية بدبد مقابل محطة نفط عمان موقع استراتيجي على الخط السريع,"Al Dakhiliya, Bidbid",250.0,180.0,For Rent
5 Bedrooms Chalet for Rent in Al Dakhiliya Bidbid,"Al Dakhiliya, Bidbid",60.0,300.0,For Rent
60 m2 1 Bedroom Apartments for Rent in Muscat Bosher,"Muscat, Bosher",25.0,60.0,For Rent
333 m2 4 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",120.0,333.0,For Rent
120 m2 3 Bedrooms Apartments for Rent in Muscat Azaiba,"Muscat, Azaiba",300.0,120.0,For Rent
"Room for rent in nice villa by the beach with sea view.150pcm incl. electricity, water and wifi.","Muscat, Al-Hail",150.0,360.0,For Rent
130 m2 4 Bedrooms Apartments for Rent in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",15.0,130.0,For Rent
Wuttayya-Excellent office space for rent-kitchen-Washroom-Free WiFi-OMR 350 only,"Muscat, Al-Wuttayah",350.0,56.0,For Rent
300 m2 3 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",25.0,300.0,For Rent
300 m2 2 Bedrooms Apartments for Rent in Al Dhahirah Yunqul,"Al Dhahirah, Yunqul",90.0,300.0,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",10.0,300.0,For Rent
Wuttayya-Fully furnished 2bhk flat for rent-Free WIFI-OMR 300 only!!,"Muscat, Al-Wuttayah",300.0,80.0,For Rent
اخلاء مكتب وبيع التقسيمات,"Muscat, Ghala",4000.0,400.0,For Rent
محلات تجارية  3×10م ولاية لوي الزاهية عند مسجد المطروشي,"Al Batinah, Liwa",60.0,30.0,For Rent
Furnished Monthly in Muscat Al Khoud,"Muscat, Al Khoud",55.0,100.0,For Rent
Semi Furnished Monthly in Muscat Ansab,"Muscat, Ansab",100.0,100.0,For Rent
60 m2 Studio Apartments for Rent in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",12.0,60.0,For Rent
2 m2 More than 6 bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",5.0,2.0,For Rent
1 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",25.0,1.0,For Rent
مكتب للإيجار في موقع مميز جداً بوشر شارع المها- مشروع أمازون,"Muscat, Bosher",395.0,82.0,For Rent
2147483647 m2 2 Bedrooms Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",6.0,2147483647.0,For Rent
مخيم للايجار اليومي,"Dhofar, Salala",35.0,800.0,For Rent
Furnished Monthly in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",1000.0,800.0,For Rent
500 m2 More than 6 bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1000.0,500.0,For Rent
61111 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,61111.0,For Rent
300 m2 3 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",65.0,300.0,For Rent
4 Bedrooms Chalet for Rent in Al Batinah Barka,"Al Batinah, Barka",50.0,350.0,For Rent
"Spacious 4-Bedroom Villa with Maid's Room, Garden & Pool in Gated Compound – Madinat Sultan Qaboos","Muscat, Qurm",900.0,350.0,For Rent
Unfurnished Monthly in Muscat Al Khoud,"Muscat, Al Khoud",90.0,350.0,For Rent
100 m2 2 Bedrooms Apartments for Rent in Muscat Al-Wuttayah,"Muscat, Al-Wuttayah",120.0,100.0,For Rent
محل تجاري للايجار + شقق للايجار الشهري,"Muscat, Al Maabilah",270.0,10.0,For Rent
380 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",30.0,380.0,For Rent
Furnished Daily in Dhofar Other,"Dhofar, Other",15.0,380.0,For Rent
Studio Chalet for Rent in Muscat Seeb,"Muscat, Seeb",25.0,35.0,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",15.0,35.0,For Rent
130 ft² 5 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",130.0,35.0,For Rent
2 Bedrooms Chalet for Rent in Muscat Amerat,"Muscat, Amerat",80.0,500.0,For Rent
40668 m2 2 Bedrooms Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",170.0,40668.0,For Rent
مكاتب للايجار في غلا Offices for rent in Ghala,"Muscat, Ghala",320.0,3000.0,For Rent
Furnished Daily in Muscat Al Khoud,"Muscat, Al Khoud",6.0,3000.0,For Rent
Furnished Monthly in Muscat Al Khuwair,"Muscat, Al Khuwair",60.0,3000.0,For Rent
3 Bedrooms Chalet for Rent in Al Batinah Saham,"Al Batinah, Saham",40.0,300.0,For Rent
Furnished Daily in Muscat Al Khoud,"Muscat, Al Khoud",9.0,300.0,For Rent
380 m2 4 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",70.0,380.0,For Rent
غرفه للإيجار,"Dhofar, Other",10.0,1155.0,For Rent
Studio Chalet for Rent in Muscat Seeb,"Muscat, Seeb",50.0,100.0,For Rent
Unfurnished Monthly in Muscat Al Mawaleh,"Muscat, Al Mawaleh",900.0,100.0,For Rent
2 Bedrooms Chalet for Rent in Al Batinah Barka,"Al Batinah, Barka",25.0,180.0,For Rent
250 m2 3 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",100.0,250.0,For Rent
Furnished Daily in Dhofar Other,"Dhofar, Other",45.0,250.0,For Rent
160 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",25.0,160.0,For Rent
180 m2 2 Bedrooms Apartments for Rent in Muscat Amerat,"Muscat, Amerat",150.0,180.0,For Rent
Furnished Monthly in Muscat Al Maabilah,"Muscat, Al Maabilah",95.0,180.0,For Rent
200 m2 2 Bedrooms Apartments for Rent in Dhofar Taqah,"Dhofar, Taqah",25.0,200.0,For Rent
Furnished Monthly in Muscat Amerat,"Muscat, Amerat",105.0,200.0,For Rent
220 m2 3 Bedrooms Townhouse for Rent in Al Dakhiliya Hamra,"Al Dakhiliya, Hamra",35.0,220.0,For Rent
300 m2 4 Bedrooms Villa for Rent in Al Batinah Sohar,"Al Batinah, Sohar",250.0,300.0,For Rent
200 m2 2 Bedrooms Apartments for Rent in Al Batinah Sohar,"Al Batinah, Sohar",160.0,200.0,For Rent
Flat for rent H4,"Muscat, Al Khuwair",325.0,60.0,For Rent
300 m2 More than 6 bedrooms Villa for Rent in Al Batinah Sohar,"Al Batinah, Sohar",380.0,300.0,For Rent
Apartment for Rent at Duqm (Near Asian Hotel ),"Al Wustaa, Al Duqum",130.0,130.0,For Rent
500 m2 2 Bedrooms Apartments for Rent in Al Batinah Sohar,"Al Batinah, Sohar",140.0,500.0,For Rent
300 m2 3 Bedrooms Villa for Rent in Al Batinah Sohar,"Al Batinah, Sohar",250.0,300.0,For Rent
200 m2 4 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",110.0,200.0,For Rent
250 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",25.0,250.0,For Rent
120 m2 2 Bedrooms Apartments for Rent in Muscat Muscat Hills,"Muscat, Muscat Hills",500.0,120.0,For Rent
2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",25000.0,120.0,For Rent
300 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",40.0,300.0,For Rent
200 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",5.0,200.0,For Rent
120 m2 3 Bedrooms Apartments for Rent in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",14.0,120.0,For Rent
300 m2 3 Bedrooms Villa for Rent in Al Dakhiliya Manah,"Al Dakhiliya, Manah",100.0,300.0,For Rent
40 m2 1 Bedroom Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",9.0,40.0,For Rent
8 m2 1 Bedroom Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",8.0,8.0,For Rent
111 m2 1 Bedroom Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",230.0,111.0,For Rent
للايجار محلات في بركاء الشخاخيط مقابل حديقه النسيم,"Al Batinah, Barka",80.0,24.0,For Rent
Commercial Land for Rent in Al Dhahirah Ibri,"Al Dhahirah, Ibri",25.0,24.0,For Rent
200 m2 3 Bedrooms Apartments for Rent in Al Batinah Sohar,"Al Batinah, Sohar",160.0,200.0,For Rent
Room for rent available in main Souk area of Alkhoud...,"Muscat, Al Khoud",100.0,90.0,For Rent
350 m2 More than 6 bedrooms Villa for Rent in Muscat Amerat,"Muscat, Amerat",400.0,350.0,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",10.0,350.0,For Rent
Furnished Monthly in Muscat Al Maabilah,"Muscat, Al Maabilah",140.0,350.0,For Rent
سوق فنجاء _ مقابل نادي فنجاء _ الكبره القديمة,"Al Dakhiliya, Bidbid",50.0,30.0,For Rent
800 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",20.0,800.0,For Rent
Unfurnished Monthly in Muscat Al Mawaleh,"Muscat, Al Mawaleh",100.0,800.0,For Rent
230 m2 5 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",65.0,230.0,For Rent
100 m2 3 Bedrooms Townhouse for Rent in Muscat Muttrah,"Muscat, Muttrah",180.0,100.0,For Rent
300 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",75.0,300.0,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",18.0,300.0,For Rent
390000 m2 4 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",75.0,390000.0,For Rent
للايجار محل تجاري موقع مميز For rent attractiv  shope,"Al Batinah, Sohar",25.0,1500.0,For Rent
2085 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",60.0,2085.0,For Rent
90 ft² 2 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",1.0,500.0,For Rent
350 m2 More than 6 bedrooms Villa for Rent in Muscat Al Mawaleh,"Muscat, Al Mawaleh",1200.0,350.0,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",18.0,350.0,For Rent
New luxury flat Sohar falaj شقة راقية جديدة صحار الفلج,"Al Batinah, Sohar",140.0,80.0,For Rent
250 m2 3 Bedrooms Townhouse for Rent in Muscat Madinat As Sultan Qaboos,"Muscat, Madinat As Sultan Qaboos",590.0,250.0,For Rent
104 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",400.0,104.0,For Rent
Furnished Monthly in Al Batinah Shinas,"Al Batinah, Shinas",15.0,120.0,For Rent
150 m2 2 Bedrooms Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",350.0,150.0,For Rent
2 Bedrooms Chalet for Rent in Al Batinah Sohar,"Al Batinah, Sohar",30.0,120.0,For Rent
2 Bedrooms Chalet for Rent in Dhofar Mirbat,"Dhofar, Mirbat",40.0,150.0,For Rent
400 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",10000.0,400.0,For Rent
مكتب للإيجار في بوشر قريب مول عمان و مقابل شارع مسقط السريع مع شهرين مجاناً Office for rent 2 M Free,"Muscat, Bosher",450.0,105.0,For Rent
153 m2 4 Bedrooms Apartments for Rent in Muscat Bosher,"Muscat, Bosher",530.0,153.0,For Rent
Spacious Room for Rent near Nesto Hypermarket,"Muscat, Wadi Al Kabir",75.0,153.0,For Rent
محل للايجار في بوشر مسفاة الخامسه,"Muscat, Misfah",75.0,396.0,For Rent
Modern 4BHK Villa in Al Mawaleh  فيلا حديثة من 4 غرف نوم في الموالح,"Muscat, Al Mawaleh",500.0,180.0,For Rent
Modern 3BHK Villa in MQ – OMR 650/month  للإيجار  فيلا حديثة من 3 غرف نوم في مدينة السلطان قابوس,"Muscat, Madinat As Sultan Qaboos",650.0,200.0,For Rent
Prime Location Shop in Azaiba   محل تجاري في موقع مميز,"Muscat, Azaiba",600.0,60.0,For Rent
Open Space in Muscat Hills  مساحة مفتوحة في مسقط هيلز,"Muscat, Muscat Hills",370.0,54.0,For Rent
I bhk beautiful apartment in marsa garden bulding,"Muscat, Al Mouj",500.0,85.0,For Rent
فيلا للايجار اليومي صحلنوت خريف صلاله  فيلا إيجار يومي  أسبوعي  شهري خلال فتره الخريف قريب السعاده,"Dhofar, Other",58.0,170.0,For Rent
10000 m2 1 Bedroom Apartments for Rent in Muscat Qurm,"Muscat, Qurm",320.0,10000.0,For Rent
600 m2 4 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",65.0,600.0,For Rent
100 m2 2 Bedrooms Townhouse for Rent in Al Batinah Saham,"Al Batinah, Saham",90.0,100.0,For Rent
132 m2 2 Bedrooms Apartments for Rent in Al Wustaa Al Duqum,"Al Wustaa, Al Duqum",260.0,132.0,For Rent
450 m2 More than 6 bedrooms Villa for Rent in Muscat Al-Hail,"Muscat, Al-Hail",650.0,450.0,For Rent
3 Bedrooms Chalet for Rent in Al Dakhiliya Other,"Al Dakhiliya, Other",80.0,170.0,For Rent
Furnished Daily in Muscat Al Maabilah,"Muscat, Al Maabilah",5.0,317.0,For Rent
2 Bedrooms Chalet for Rent in Al Sharqiya Al Mudaibi,"Al Sharqiya, Al Mudaibi",15.0,600.0,For Rent
52 m2 2 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",5.0,52.0,For Rent
65 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",35.0,65.0,For Rent
3 Bedrooms Chalet for Rent in Al Batinah Barka,"Al Batinah, Barka",60.0,360.0,For Rent
Bed Space Available in Ruwi only 25 riyal monthly,"Muscat, Ruwi",25.0,360.0,For Rent
100 m2 3 Bedrooms Apartments for Rent in Muscat Seeb,"Muscat, Seeb",20.0,100.0,For Rent
80 m2 2 Bedrooms Apartments for Rent in Al Batinah Saham,"Al Batinah, Saham",2.0,80.0,For Rent
Furnished Daily in Muscat Al Khoud,"Muscat, Al Khoud",10.0,80.0,For Rent
320 m2 4 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",100.0,320.0,For Rent
محل للمشاركه او الإخلاء,"Muscat, Al Khoud",150.0,40.0,For Rent
Semi Furnished Daily in Dhofar Salala,"Dhofar, Salala",15.0,100.0,For Rent
385 m2 5 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",120.0,385.0,For Rent
بيت الإيجار اليومي الاشخرة,"Al Sharqiya, Ja'alan Bani Bu Ali",25.0,700.0,For Rent
200 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",70.0,200.0,For Rent
Furnished Daily in Dhofar Other,"Dhofar, Other",25.0,200.0,For Rent
200 m2 2 Bedrooms Apartments for Rent in Dhofar Mirbat,"Dhofar, Mirbat",25.0,200.0,For Rent
75 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",65.0,75.0,For Rent
80 m2 2 Bedrooms Apartments for Rent in Al Sharqiya Sur,"Al Sharqiya, Sur",130.0,80.0,For Rent
1 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",10.0,1.0,For Rent
Furnished Monthly in Muscat Al Khuwair,"Muscat, Al Khuwair",45.0,1.0,For Rent
LUXURIOUS VILLA In Khuwair for rent,"Muscat, Al Khuwair",950.0,425.0,For Rent
300 m2 More than 6 bedrooms Villa for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",450.0,300.0,For Rent
3 Bedrooms Chalet for Rent in Dhofar Taqah,"Dhofar, Taqah",40.0,1000.0,For Rent
"مخزن للايجار 60 متر مربع خلف مسقط مول, 230 ر.ع","Muscat, Al Maabilah",230.0,60.0,For Rent
5 Bedrooms Chalet for Rent in Al Batinah Barka,"Al Batinah, Barka",100.0,500.0,For Rent
Residential Land for Rent in Al Sharqiya Ibra,"Al Sharqiya, Ibra",9000.0,500.0,For Rent
42 m2 1 Bedroom Apartments for Rent in Dhofar Taqah,"Dhofar, Taqah",25.0,42.0,For Rent
40 m2 1 Bedroom Apartments for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",90.0,40.0,For Rent
Furnished Monthly in Muscat Bosher,"Muscat, Bosher",90.0,40.0,For Rent
600 m2 5 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",35.0,600.0,For Rent
"محل للايجار في بوشر موقع ممتاز جدا Shop for rent in Bousher, very excellent location","Muscat, Bosher",250.0,30.0,For Rent
Semi Furnished Monthly in Muscat Al-Hail,"Muscat, Al-Hail",120.0,30.0,For Rent
3bhk penthouse in bosher,"Muscat, Bosher",650.0,1111.0,For Rent
425 m2 More than 6 bedrooms Villa for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",900.0,425.0,For Rent
300 m2 5 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",70.0,300.0,For Rent
3 Bedrooms Chalet for Rent in Dhofar Salala,"Dhofar, Salala",80.0,300.0,For Rent
50 m2 1 Bedroom Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",12.0,50.0,For Rent
**فرصه مميزه للمستثمرين واصاحب السجلات ** محلات للايجار في بوشر شارع المها بناية جديده موقع مميز,"Muscat, Bosher",400.0,40.0,For Rent
1 m2 2 Bedrooms Apartments for Rent in Muscat Amerat,"Muscat, Amerat",110.0,1.0,For Rent
600 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",80.0,600.0,For Rent
300 ft² 2 Bedrooms Apartments for Rent in Dhofar Taqah,"Dhofar, Taqah",30.0,600.0,For Rent
Unfurnished Monthly in Muscat Wadi Al Kabir,"Muscat, Wadi Al Kabir",100.0,600.0,For Rent
عماره مكونه من ثلاث طوابق مخزن ارضي و طابقين موقع عبري / عملا,"Al Dhahirah, Ibri",530.0,530.0,For Rent
SHOWROOM [SQ-145],"Muscat, Qurm",6.0,920.0,For Rent
Furnished Daily in Al Dhahirah Ibri,"Al Dhahirah, Ibri",8.0,920.0,For Rent
300 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",140.0,300.0,For Rent
Furnished Monthly in Muscat Al Mawaleh,"Muscat, Al Mawaleh",130.0,300.0,For Rent
Spacious Apartment for Rent in Azaiba  REF 993iB,"Muscat, Azaiba",420.0,100.0,For Rent
Furnished Yearly in Muscat Al Khuwair,"Muscat, Al Khuwair",50.0,100.0,For Rent
80 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",18.0,80.0,For Rent
70 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",40.0,70.0,For Rent
Flat for rent in alkhuwair  شقة للايجار في الخوير مقابل مطعم البيت التركي,"Muscat, Al Khuwair",350.0,111.0,For Rent
2 Bedrooms Chalet for Rent in Al Batinah Sohar,"Al Batinah, Sohar",50.0,200.0,For Rent
70 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",45.0,70.0,For Rent
44 m2 Studio Apartments for Rent in Dhofar Salala,"Dhofar, Salala",80.0,44.0,For Rent
Shared rooms for rent with fully furnished and good condition,"Dhofar, Salala",35.0,100.0,For Rent
Semi Furnished Monthly in Al Batinah Sohar,"Al Batinah, Sohar",500.0,100.0,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",75000.0,100.0,For Rent
130 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",150.0,130.0,For Rent
32 m2 Studio Apartments for Rent in Muscat Bosher,"Muscat, Bosher",270.0,32.0,For Rent
200 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Sur,"Al Sharqiya, Sur",25.0,200.0,For Rent
2 Bedrooms Chalet for Rent in Al Sharqiya Sur,"Al Sharqiya, Sur",20.0,100.0,For Rent
100 m2 3 Bedrooms Townhouse for Rent in Muscat Sidab,"Muscat, Sidab",100.0,100.0,For Rent
220 m2 5 Bedrooms Apartments for Rent in Dhofar Taqah,"Dhofar, Taqah",50.0,220.0,For Rent
300 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",45.0,300.0,For Rent
110 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",30.0,110.0,For Rent
600 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",60.0,600.0,For Rent
258 m2 4 Bedrooms Villa for Rent in Muscat Bosher,"Muscat, Bosher",300.0,258.0,For Rent
90 m2 2 Bedrooms Apartments for Rent in Al Batinah Saham,"Al Batinah, Saham",150.0,90.0,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",35.0,90.0,For Rent
400 m2 4 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",70.0,400.0,For Rent
98 m2 2 Bedrooms Apartments for Rent in Muscat Seeb,"Muscat, Seeb",150.0,98.0,For Rent
Luxury 1 bedroom apartment in Muscat Hills (fully furnished with a nice view),"Muscat, Muscat Hills",485.0,80.0,For Rent
1 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",45.0,1.0,For Rent
Furnished Monthly in Muscat Al Maabilah,"Muscat, Al Maabilah",55.0,150.0,For Rent
Apartment for rent(monthly or daily),"Muscat, Azaiba",20.0,100.0,For Rent
155 m2 2 Bedrooms Apartments for Rent in Buraimi Al Buraimi,"Buraimi, Al Buraimi",100.0,155.0,For Rent
105 m2 2 Bedrooms Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",180.0,105.0,For Rent
120 m2 3 Bedrooms Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",175.0,120.0,For Rent
155 m2 3 Bedrooms Townhouse for Rent in Buraimi Al Buraimi,"Buraimi, Al Buraimi",150.0,155.0,For Rent
مطعم ماكولات سريعه,"Al Sharqiya, Al Mudaibi",3000.0,55.0,For Rent
مخزن أو ورشة صناعية للإيجار,"Muscat, Bosher",1200.0,560.0,For Rent
6 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",25.0,6.0,For Rent
40 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",20.0,40.0,For Rent
1600 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",35.0,1600.0,For Rent
"Murooj Al Zain – Salalah’s Hidden Gem, 3 Bedroom Apartment","Dhofar, Salala",80.0,100.0,For Rent
Room Available in Sohar - Sharing Basis (Short Term) near sohar university,"Al Batinah, Sohar",65.0,140.0,For Rent
72 m2 1 Bedroom Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",180.0,72.0,For Rent
280 m2 4 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",85.0,280.0,For Rent
Apartment for rent in Alkhuwair,"Muscat, Al Khuwair",170.0,1111.0,For Rent
"Modern 2BHK Apartment for Rent – Ghubra, Opposite Avenues Mall, Muscat.","Muscat, Ghubrah",360.0,150.0,For Rent
