propert_title,propert_location,price,area,listing_type
BANNER 02 = 5BHK MODERN HOUSE VILLA FOR RENT IN ANSAB,"Muscat, Ansab",500 OMR,450,For Rent
400 m2 3 Bedrooms Townhouse for Rent in Muscat Manumah,"Muscat, Manumah",320 OMR,400,For Rent
Unfurnished Monthly in Muscat Al Khoud,"Muscat, Al Khoud",110 OMR,,For Rent
100 m2 2 Bedrooms Apartments for Rent in Muscat Qurm,"Muscat, Qurm",250 OMR,100,For Rent
محل خلفي للايجار في المعبيلة فقط ب90,"Muscat, Al Maabilah",85 OMR,18,For Rent
Furnished Daily in Muscat Al Khoud,"Muscat, Al Khoud",10 OMR,,For Rent
200 m2 2 Bedrooms Apartments for Rent in Dhofar Taqah,"Dhofar, Taqah",30 OMR,200,For Rent
850 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",30 OMR,850,For Rent
95 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",450 OMR,95,For Rent
bedroom on rent,"Muscat, Ansab",130 OMR,50,For Rent
1111 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",250 OMR,1111,For Rent
300 m2 3 Bedrooms Apartments for Rent in Muscat Bosher,"Muscat, Bosher",430 OMR,300,For Rent
310 m2 5 Bedrooms Townhouse for Rent in Muscat Al-Hail,"Muscat, Al-Hail",500 OMR,310,For Rent
Furnished Daily in Muscat Al Mouj,"Muscat, Al Mouj",50 OMR,,For Rent
425 m2 5 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",170 OMR,425,For Rent
117 m2 3 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",170 OMR,117,For Rent
Commercial Land for Rent in Dhofar Taqah,"Dhofar, Taqah",35 OMR,,For Rent
80 m2 Studio Apartments for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",250 OMR,80,For Rent
160 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",35 OMR,160,For Rent
90 m2 2 Bedrooms Apartments for Rent in Al Batinah Sohar,"Al Batinah, Sohar",110 OMR,90,For Rent
280 m2 2 Bedrooms Apartments for Rent in Muscat Al-Sifah,"Muscat, Al-Sifah",50 OMR,280,For Rent
500 m2 2 Bedrooms Apartments for Rent in Dhofar Other,"Dhofar, Other",45 OMR,500,For Rent
400 m2 4 Bedrooms Villa for Rent in Dhofar Mirbat,"Dhofar, Mirbat",60 OMR,400,For Rent
130 m2 3 Bedrooms Apartments for Rent in Al Sharqiya Sur,"Al Sharqiya, Sur",20 OMR,130,For Rent
12 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",15 OMR,12,For Rent
Furnished Monthly in Muscat Al Khoud,"Muscat, Al Khoud",120 OMR,,For Rent
180 m2 3 Bedrooms Townhouse for Rent in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",30 OMR,180,For Rent
300 m2 3 Bedrooms Townhouse for Rent in Al Batinah Sohar,"Al Batinah, Sohar",170 OMR,300,For Rent
120 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",,120,For Rent
104 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",430 OMR,104,For Rent
200 m2 3 Bedrooms Apartments for Rent in Dhofar Shalim and The Hallaniyat Island,"Dhofar, Shalim and The Hallaniyat Island",40 OMR,200,For Rent
AECO lovely 2 bedroom apartment for family and friends,"Muscat, Qurm",38 OMR,20,For Rent
200 m2 2 Bedrooms Apartments for Rent in Dhofar Taqah,"Dhofar, Taqah",30 OMR,200,For Rent
Furnished Daily in Al Batinah Saham,"Al Batinah, Saham",15 OMR,,For Rent
225 m2 3 Bedrooms Townhouse for Rent in Al Batinah Sohar,"Al Batinah, Sohar",450 OMR,225,For Rent
4 Bedrooms Chalet for Rent in Dhofar Salala,"Dhofar, Salala",1 OMR,1,For Rent
Luxurious 1 BR newly fully furnished in Muscat Hills,"Muscat, Muscat Hills",400 OMR,70,For Rent
150 m2 1 Bedroom Apartments for Rent in Al Batinah Suwaiq,"Al Batinah, Suwaiq",10 OMR,150,For Rent
Furnished Monthly in Muscat Al Khoud,"Muscat, Al Khoud",110 OMR,,For Rent
218 m2 3 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",45 OMR,218,For Rent
110 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",200 OMR,110,For Rent
4 Bedrooms Chalet for Rent in Al Batinah Suwaiq,"Al Batinah, Suwaiq",35 OMR,900,For Rent
600 ft² Studio Apartments for Rent in Dhofar Salala,"Dhofar, Salala",30 OMR,,For Rent
80 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",40 OMR,80,For Rent
1 Bedroom Chalet for Rent in Al Batinah Sohar,"Al Batinah, Sohar",25 OMR,500,For Rent
127 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",15 OMR,127,For Rent
2 Bedrooms Chalet for Rent in Al Batinah Barka,"Al Batinah, Barka",140 OMR,600,For Rent
70 m2 Studio Apartments for Rent in Dhofar Salala,"Dhofar, Salala",19 OMR,70,For Rent
2 Bedrooms Chalet for Rent in Dhofar Salala,"Dhofar, Salala",80 OMR,1,For Rent
120 m2 2 Bedrooms Apartments for Rent in Muscat Seeb,"Muscat, Seeb",250 OMR,120,For Rent
110 m2 3 Bedrooms Apartments for Rent in Muscat Bosher,"Muscat, Bosher",25 OMR,110,For Rent
Unfurnished Monthly in Muscat Al Mawaleh,"Muscat, Al Mawaleh",105 OMR,,For Rent
200 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",35 OMR,200,For Rent
400 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1 OMR,400,For Rent
400 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2 OMR,400,For Rent
60 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",20 OMR,60,For Rent
170 m2 2 Bedrooms Apartments for Rent in Muscat Bosher,"Muscat, Bosher",25 OMR,170,For Rent
100 m2 Studio Apartments for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",190 OMR,100,For Rent
90 m2 Studio Apartments for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",200 OMR,90,For Rent
Unfurnished Monthly in Muscat Al Mawaleh,"Muscat, Al Mawaleh",100 OMR,,For Rent
100 m2 1 Bedroom Apartments for Rent in Muscat Bosher,"Muscat, Bosher",20 OMR,100,For Rent
120 m2 2 Bedrooms Apartments for Rent in Muscat Ghubrah,"Muscat, Ghubrah",20 OMR,120,For Rent
190 m2 2 Bedrooms Apartments for Rent in Muscat Bosher,"Muscat, Bosher",25 OMR,190,For Rent
300 m2 5 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",450 OMR,300,For Rent
مخزن للايجار بالعامرات بمحطة نفط عمان العقبه يصلح لكثير من الانشطه التجاريه,"Muscat, Amerat",650 OMR,250,For Rent
ارض صناعيه بمواصفات عاليه للايجار مركب من اغطيه عازله للحراره وفولتيه كهربائيه عاليه تناسب المصانع,"Muscat, Rusail","1,600 OMR",700,For Rent
1 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1 OMR,1,For Rent
10 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",18 OMR,10,For Rent
100 m2 1 Bedroom Apartments for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",480 OMR,100,For Rent
24 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",25 OMR,24,For Rent
Studio Chalet for Rent in Muscat Halban,"Muscat, Halban",50 OMR,68,For Rent
1000 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",25 OMR,1000,For Rent
180 m2 3 Bedrooms Apartments for Rent in Al Sharqiya Ibra,"Al Sharqiya, Ibra",100 OMR,180,For Rent
Unfurnished Monthly in Muscat Al Khoud,"Muscat, Al Khoud",60 OMR,,For Rent
Private Rooms / Sharing Rooms,"Muscat, Ghubrah",7 OMR,,For Rent
Semi Furnished Monthly in Muscat Al Mawaleh,"Muscat, Al Mawaleh",40 OMR,,For Rent
150 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",35 OMR,150,For Rent
1 Bedroom Chalet for Rent in Al Batinah Barka,"Al Batinah, Barka",25 OMR,100,For Rent
80 m2 2 Bedrooms Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",260 OMR,80,For Rent
Residential Land for Rent in Muscat Other,"Muscat, Other","12,000 OMR",,For Rent
2 Bedrooms Chalet for Rent in Al Dakhiliya Bahla,"Al Dakhiliya, Bahla",25 OMR,120,For Rent
4 Bedrooms Chalet for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",70 OMR,250,For Rent
200 m2 3 Bedrooms Townhouse for Rent in Al Batinah Shinas,"Al Batinah, Shinas",120 OMR,200,For Rent
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",30 OMR,100,For Rent
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",25 OMR,100,For Rent
Furnished Daily in Muscat Al Khoud,"Muscat, Al Khoud",8 OMR,,For Rent
400 m2 1 Bedroom Townhouse for Rent in Al Batinah Sohar,"Al Batinah, Sohar",50 OMR,400,For Rent
Unfurnished Monthly in Muscat Al Maabilah,"Muscat, Al Maabilah",110 OMR,,For Rent
محلات ومكاتب لإيجار موقع حيوي ونشط على شارع العامرات السادسة فترة سماح شهر,"Muscat, Amerat",90 OMR,23,For Rent
100 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",15 OMR,100,For Rent
مكتب مؤثث بالكامل للإيجار في بوشر Luxury  office for rent fully furnished in Bousher,"Muscat, Bosher",620 OMR,113,For Rent
600 m2 More than 6 bedrooms Apartments for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",25 OMR,600,For Rent
300 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",500 OMR,300,For Rent
100 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",12 OMR,100,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",28 OMR,,For Rent
150 m2 1 Bedroom Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",20 OMR,150,For Rent
20 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",25 OMR,20,For Rent
Semi Furnished Yearly in Muscat Al Khuwair,"Muscat, Al Khuwair","10,000 OMR",,For Rent
99 m2 2 Bedrooms Apartments for Rent in Muscat Bosher,"Muscat, Bosher",280 OMR,99,For Rent
Semi Furnished Daily in Dhofar Salala,"Dhofar, Salala",5 OMR,,For Rent
محل للايجار ع شارع العام حيوي,"Al Sharqiya, Jalan Bani buhassan",100 OMR,36,For Rent
500 m2 More than 6 bedrooms Apartments for Rent in Dhofar Taqah,"Dhofar, Taqah",35 OMR,500,For Rent
600 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",35 OMR,600,For Rent
300 m2 5 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",60 OMR,300,For Rent
500 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",120 OMR,500,For Rent
300 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",35 OMR,300,For Rent
Furnished Yearly in Muscat Seeb,"Muscat, Seeb","5,500 OMR",,For Rent
Furnished Daily in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",11 OMR,,For Rent
ورشة للايجار صناعية بركاء work shop for rent,"Al Batinah, Barka",550 OMR,600,For Rent
200 m2 4 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",70 OMR,200,For Rent
4 Bedrooms Chalet for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",1 OMR,300,For Rent
4 Bedrooms Chalet for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",70 OMR,165,For Rent
70 m2 Studio Apartments for Rent in Dhofar Salala,"Dhofar, Salala","20,000 OMR",70,For Rent
300 m2 3 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",70 OMR,300,For Rent
330 m2 4 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",40 OMR,330,For Rent
81 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",35 OMR,81,For Rent
Semi Furnished Monthly in Muscat Seeb,"Muscat, Seeb",75 OMR,,For Rent
200 m2 3 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",75 OMR,200,For Rent
500 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",45 OMR,500,For Rent
330 m2 5 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",1 OMR,330,For Rent
355 m2 5 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",100 OMR,355,For Rent
محل للأخلاء موقع مميز للمشاريع حوله كل الخدمات,"Muscat, Al Maabilah","2,000 OMR",150,For Rent
150 m2 3 Bedrooms Apartments for Rent in Muscat Al-Wuttayah,"Muscat, Al-Wuttayah",180 OMR,150,For Rent
6 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",20 OMR,6,For Rent
10 m2 3 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",70 OMR,10,For Rent
121 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",25 OMR,121,For Rent
Unfurnished Monthly in Muscat Al Maabilah,"Muscat, Al Maabilah",100 OMR,,For Rent
555 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",25 OMR,555,For Rent
300 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",80 OMR,300,For Rent
270 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",55 OMR,270,For Rent
100 m2 Studio Apartments for Rent in Muscat Azaiba,"Muscat, Azaiba",210 OMR,100,For Rent
500 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",1 OMR,500,For Rent
99 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",37 OMR,99,For Rent
150 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",40 OMR,150,For Rent
Furnished Daily in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",17 OMR,,For Rent
8 rooms partitioned one hall one meeting room,"Muscat, Ruwi",325 OMR,230,For Rent
350 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",1 OMR,350,For Rent
700 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Other,"Al Sharqiya, Other",20 OMR,700,For Rent
90 m2 1 Bedroom Apartments for Rent in Muscat Azaiba,"Muscat, Azaiba",10 OMR,90,For Rent
420 m2 4 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",90 OMR,420,For Rent
Alwishar Villa الفاخرة  اللإيجار الموسمي – متاحة الآن خلال موسم الخريف,"Dhofar, Salala",1 OMR,300,For Rent
2000 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",30 OMR,2000,For Rent
Unfurnished Yearly in Muscat Ruwi,"Muscat, Ruwi",100 OMR,,For Rent
280 m2 5 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",1 OMR,280,For Rent
75 m2 2 Bedrooms Apartments for Rent in Muscat Ghubrah,"Muscat, Ghubrah",160 OMR,75,For Rent
2 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",28 OMR,2,For Rent
Furnished Daily in Muscat Al-Hail,"Muscat, Al-Hail",5 OMR,,For Rent
Room for only good indian,"Muscat, Al Khuwair",100 OMR,,For Rent
Furnished Monthly in Muscat Bosher,"Muscat, Bosher",100 OMR,,For Rent
111 m2 5 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",100 OMR,111,For Rent
2 محال للايجار سعر الواحد 300 ريال قابل للتفاوض,"Muscat, Al Khoud",600 OMR,40,For Rent
85 m2 2 Bedrooms Apartments for Rent in Muscat Ansab,"Muscat, Ansab",385 OMR,85,For Rent
95 m2 2 Bedrooms Apartments for Rent in Muscat Al-Hail,"Muscat, Al-Hail",250 OMR,95,For Rent
Furnished Monthly in Muscat Al-Hail,"Muscat, Al-Hail",25 OMR,,For Rent
Furnished Daily in Al Batinah Rustaq,"Al Batinah, Rustaq",13 OMR,,For Rent
370 m2 4 Bedrooms Villa for Rent in Muscat Amerat,"Muscat, Amerat",500 OMR,370,For Rent
1365 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1 OMR,1365,For Rent
97 m2 2 Bedrooms Apartments for Rent in Muscat Amerat,"Muscat, Amerat",160 OMR,97,For Rent
3 Bedrooms Chalet for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",60 OMR,190,For Rent
ROOM IN SALALAH,"Dhofar, Salala",20 OMR,,For Rent
250 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",55 OMR,250,For Rent
400 m2 3 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",,400,For Rent
Unfurnished Monthly in Muscat Al Mawaleh,"Muscat, Al Mawaleh",100 OMR,,For Rent
looking for room for lady,"Muscat, Other",20 OMR,,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",20 OMR,,For Rent
Semi Furnished Monthly in Muscat Al Mawaleh,"Muscat, Al Mawaleh",130 OMR,,For Rent
Alkhoud-8Bed townhouse-Garage parking-prime location-OMR 600 Only!!,"Muscat, Al Khoud",600 OMR,400,For Rent
room with attached bath room and kitchen,"Muscat, Al Maabilah",95 OMR,,For Rent
100 m2 2 Bedrooms Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",15 OMR,100,For Rent
150 m2 3 Bedrooms Townhouse for Rent in Al Batinah Liwa,"Al Batinah, Liwa",150 OMR,150,For Rent
500 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",50 OMR,500,For Rent
400 m2 2 Bedrooms Apartments for Rent in Dhofar Taqah,"Dhofar, Taqah",29 OMR,400,For Rent
150 m2 2 Bedrooms Apartments for Rent in Muscat Ghala,"Muscat, Ghala",25 OMR,150,For Rent
Commercial space for rent in Alkhuwair,"Muscat, Al Khuwair",450 OMR,90,For Rent
room for rent 90 rial,"Muscat, Al Maabilah",90 OMR,,For Rent
Unfurnished Monthly in Muscat Al-Hail,"Muscat, Al-Hail",110 OMR,,For Rent
Shop for rent in Al hail,"Muscat, Al-Hail",450 OMR,1111,For Rent
150 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",70 OMR,150,For Rent
2 Bedrooms Chalet for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",30 OMR,99,For Rent
4 Bedrooms Chalet for Rent in Al Batinah Barka,"Al Batinah, Barka",60 OMR,2500,For Rent
Furnished Daily in Al Dakhiliya Izki,"Al Dakhiliya, Izki",13 OMR,,For Rent
1000 m2 2 Bedrooms Apartments for Rent in Al Batinah Sohar,"Al Batinah, Sohar",130 OMR,1000,For Rent
3 Bedrooms Chalet for Rent in Dhofar Mirbat,"Dhofar, Mirbat",50 OMR,300,For Rent
600 m2 5 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",100 OMR,600,For Rent
1 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1 OMR,1,For Rent
1 Bedroom Chalet for Rent in Al Batinah Barka,"Al Batinah, Barka",40 OMR,600,For Rent
100 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",13 OMR,100,For Rent
451 m2 5 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",,451,For Rent
600 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",180 OMR,600,For Rent
2 BEDRooms flat for  25 rial in khareef.  Studio 15 near airport.. Auqad Al Shamaliya,"Dhofar, Other",7 OMR,50,For Rent
90 m2 1 Bedroom Apartments for Rent in Muscat Ghubrah,"Muscat, Ghubrah",15 OMR,90,For Rent
200 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",30 OMR,200,For Rent
680 m2 5 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",80 OMR,680,For Rent
200 m2 3 Bedrooms Villa for Rent in Al Batinah Sohar,"Al Batinah, Sohar",230 OMR,200,For Rent
350 m2 More than 6 bedrooms Villa for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",350 OMR,350,For Rent
Furnished Monthly in Muscat Al Maabilah,"Muscat, Al Maabilah",150 OMR,,For Rent
3 Bedrooms Chalet for Rent in Al Batinah Barka,"Al Batinah, Barka",60 OMR,1,For Rent
1 Bedroom Chalet for Rent in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",45 OMR,100,For Rent
250 m2 2 Bedrooms Apartments for Rent in Dhofar Taqah,"Dhofar, Taqah",25 OMR,250,For Rent
250 m2 3 Bedrooms Apartments for Rent in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",25 OMR,250,For Rent
4 Bedrooms Chalet for Rent in Dhofar Salala,"Dhofar, Salala",120 OMR,300,For Rent
محل تجهيز سوبر ديلوكس للإيجار يصلح لكل المهن على باب رئيسي,"Muscat, Al-Hail",,36,For Rent
Single room,"Muscat, Al Mawaleh",90 OMR,1500,For Rent
3 Bedrooms Chalet for Rent in Al Sharqiya Sur,"Al Sharqiya, Sur",75 OMR,600,For Rent
3 Bedrooms Chalet for Rent in Muscat Al-Sifah,"Muscat, Al-Sifah",99 OMR,145,For Rent
Furnished Monthly in Muscat Al Khuwair,"Muscat, Al Khuwair",35 OMR,,For Rent
150 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",50 OMR,150,For Rent
Semi Furnished Monthly in Muscat Al Maabilah,"Muscat, Al Maabilah",75 OMR,,For Rent
77 m2 1 Bedroom Villa for Rent in Dhofar Salala,"Dhofar, Salala",60 OMR,77,For Rent
معارض صناعية عوقد,"Dhofar, Salala",450 OMR,400,For Rent
600 m2 More than 6 bedrooms Villa for Rent in Muscat Al Mawaleh,"Muscat, Al Mawaleh",600 OMR,600,For Rent
2bhk fully furnished modern cozy flat in prime location bosher,"Muscat, Bosher",25 OMR,75,For Rent
500 m2 3 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",50 OMR,500,For Rent
400 m2 4 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",95 OMR,400,For Rent
80 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",25 OMR,80,For Rent
200 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",35 OMR,200,For Rent
80 m2 2 Bedrooms Townhouse for Rent in Al Batinah Suwaiq,"Al Batinah, Suwaiq",70 OMR,80,For Rent
20 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",15 OMR,20,For Rent
Furnished Monthly in Muscat Al Khoud,"Muscat, Al Khoud",45 OMR,,For Rent
8 m2 1 Bedroom Apartments for Rent in Al Dhahirah Ibri,"Al Dhahirah, Ibri",9 OMR,8,For Rent
Furnished Daily in Muscat Al Mawaleh,"Muscat, Al Mawaleh",10 OMR,,For Rent
Apartment for rent in Darsait,"Muscat, Darsait",300 OMR,1111,For Rent
300 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1 OMR,300,For Rent
250 m2 4 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",,250,For Rent
150 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",23 OMR,150,For Rent
Villa for rent in Muscat hills,"Muscat, Muscat Hills","1,700 OMR",1111,For Rent
60 m2 Studio Apartments for Rent in Dhofar Salala,"Dhofar, Salala",20 OMR,60,For Rent
360 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",150 OMR,360,For Rent
360 m2 4 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",100 OMR,360,For Rent
55 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",14 OMR,55,For Rent
