Property Title,Location,Bedrooms,Price,Size,Listing Type
Mixed Use Land for Rent in Al Batinah Al Rumais,"Al Batinah, Al Rumais",,"200,000 OMR",,For Rent
Apartment in almouj  the gardens  corner 2Beds 3Baths شقه في الموج الجنائن  كورنر. غرفتين  3 حمامات,"Muscat, Al Mouj",2.0,800 OMR,194.0,For Rent
120 m2 3 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",3.0,55 OMR,120.0,For Rent
88 m2 3 Bedrooms Apartments for Rent in Dhofar Taqah,"Dhofar, Taqah",3.0,40 OMR,88.0,For Rent
Furnished Daily in Muscat Al Mawaleh,"Muscat, Al Mawaleh",,8 OMR,,For Rent
222 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",2.0,1 OMR,222.0,For Rent
70 m2 1 Bedroom Apartments for Rent in Dhofar Taqah,"Dhofar, Taqah",1.0,40 OMR,70.0,For Rent
Heavy vehicles Spare parts shop for sale,"Muscat, Misfah",,1 OMR,1.0,For Rent
80 m2 2 Bedrooms Apartments for Rent in Al Batinah Saham,"Al Batinah, Saham",2.0,85 OMR,80.0,For Rent
100 m2 3 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",3.0,200 OMR,100.0,For Rent
WAREHOUSE FOR RENT IN MISFAH,"Muscat, Misfah",,800 OMR,360.0,For Rent
مكتب للايجار الموالح الشماليه شارع الموج/office for rent Al-Mawaleh North Almoj,"Muscat, Al Mawaleh",,370 OMR,130.0,For Rent
5000 m2 1 Bedroom Apartments for Rent in Muscat Azaiba,"Muscat, Azaiba",1.0,300 OMR,5000.0,For Rent
آلكسا بيزنس سنتر جديد للايجار مكاتب مجهزة بشكل عصري وحديث في بناية أبراج الفارسي على الشارع العام,"Al Batinah, Barka",,200 OMR,100.0,For Rent
5000 m2 4 Bedrooms Villa for Rent in Dhofar Other,"Dhofar, Other",4.0,75 OMR,5000.0,For Rent
60 m2 Studio Apartments for Rent in Muscat Al Mawaleh,"Muscat, Al Mawaleh",,120 OMR,60.0,For Rent
Office for rent in Alkhuwair,"Muscat, Al Khuwair",,940 OMR,304.0,For Rent
500 m2 4 Bedrooms Villa for Rent in Dhofar Other,"Dhofar, Other",4.0,75 OMR,500.0,For Rent
400 m2 More than 6 bedrooms Villa for Rent in Muscat Al-Hail,"Muscat, Al-Hail",,650 OMR,400.0,For Rent
300 m2 4 Bedrooms Villa for Rent in Muscat Al-Hail,"Muscat, Al-Hail",4.0,620 OMR,300.0,For Rent
400 m2 More than 6 bedrooms Villa for Rent in Muscat Qurm,"Muscat, Qurm",,"1,400 OMR",400.0,For Rent
130 m2 2 Bedrooms Apartments for Rent in Muscat Al Mawaleh,"Muscat, Al Mawaleh",2.0,420 OMR,130.0,For Rent
Villa for rent in Media City/فيلا للايجار مدينه الاعلام,"Muscat, Madinat As Sultan Qaboos",,"1,400 OMR",300.0,For Rent
مكتب للايجار الغبره/Office for rent in Al Ghubra,"Muscat, Ghubrah",,320 OMR,75.0,For Rent
"فيلا للايجار الخوض شارع مزون / Villa for rent in Al Khoud, Mazoon Street","Muscat, Al Khoud",,"2,000 OMR",600.0,For Rent
100 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",2.0,15 OMR,100.0,For Rent
70 m2 1 Bedroom Apartments for Rent in Dhofar Taqah,"Dhofar, Taqah",1.0,60 OMR,70.0,For Rent
100 m2 3 Bedrooms Apartments for Rent in Al Batinah Saham,"Al Batinah, Saham",3.0,130 OMR,100.0,For Rent
Furnished Daily in Al Batinah Sohar,"Al Batinah, Sohar",,4 OMR,,For Rent
للإيجارمحلات تجارية ، ومعرض  بالقرب من الشارع العام/   For Rent showroom Near Main Street,"Al Batinah, Saham",,150 OMR,400.0,For Rent
358 m2 3 Bedrooms Apartments for Rent in Dhofar Taqah,"Dhofar, Taqah",3.0,25 OMR,358.0,For Rent
1200 m2 2 Bedrooms Apartments for Rent in Al Batinah Sohar,"Al Batinah, Sohar",2.0,120 OMR,1200.0,For Rent
Studio Chalet for Rent in Al Batinah Barka,"Al Batinah, Barka",,30 OMR,140.0,For Rent
120 m2 3 Bedrooms Apartments for Rent in Al Batinah Sohar,"Al Batinah, Sohar",3.0,120 OMR,120.0,For Rent
Steel structure Storage for rent مخزن/ورشة للاجار في منطقة المسفاة,"Muscat, Misfah",,"1,700 OMR",1080.0,For Rent
Furnished Monthly in Muscat Ghubrah,"Muscat, Ghubrah",,140 OMR,,For Rent
1 BHK Flat for rent in Wadi Kabir with lift and parking,"Muscat, Wadi Al Kabir",1.0,150 OMR,90.0,For Rent
Furnished Daily in Muscat Amerat,"Muscat, Amerat",,8 OMR,,For Rent
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,30 OMR,100.0,For Rent
"2BHK, 1sala Partition","Muscat, Al Maabilah",2.0,180 OMR,400.0,For Rent
90 m2 2 Bedrooms Apartments for Rent in Muscat Al-Hail,"Muscat, Al-Hail",2.0,270 OMR,90.0,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",,65 OMR,,For Rent
80 m2 2 Bedrooms Apartments for Rent in Muscat Ghubrah,"Muscat, Ghubrah",2.0,200 OMR,80.0,For Rent
300 m2 More than 6 bedrooms Villa for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",,400 OMR,300.0,For Rent
Unfurnished Monthly in Muscat Amerat,"Muscat, Amerat",,80 OMR,,For Rent
2-BEDROOM APARTMENT [AZ-345],"Muscat, Azaiba",2.0,300 OMR,1.0,For Rent
17 m2 1 Bedroom Apartments for Rent in Al Batinah Sohar,"Al Batinah, Sohar",1.0,9 OMR,17.0,For Rent
300 m2 2 Bedrooms Townhouse for Rent in Al Dakhiliya Manah,"Al Dakhiliya, Manah",2.0,40 OMR,300.0,For Rent
1 Bedroom Chalet for Rent in Al Batinah Rustaq,"Al Batinah, Rustaq",1.0,30 OMR,600.0,For Rent
1 Bedroom Chalet for Rent in Muscat Bosher,"Muscat, Bosher",1.0,20 OMR,15.0,For Rent
390 m2 4 Bedrooms Townhouse for Rent in Muscat Al Khoud,"Muscat, Al Khoud",4.0,500 OMR,390.0,For Rent
90 m2 2 Bedrooms Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",2.0,190 OMR,90.0,For Rent
300 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,30 OMR,300.0,For Rent
1 m2 Studio Apartments for Rent in Dhofar Salala,"Dhofar, Salala",,13 OMR,1.0,For Rent
80 m2 2 Bedrooms Apartments for Rent in Muscat Bosher,"Muscat, Bosher",2.0,270 OMR,80.0,For Rent
60 m2 Studio Apartments for Rent in Muscat Bosher,"Muscat, Bosher",,185 OMR,60.0,For Rent
30 m2 Studio Apartments for Rent in Muscat Al Mawaleh,"Muscat, Al Mawaleh",,110 OMR,30.0,For Rent
60 m2 1 Bedroom Apartments for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",1.0,180 OMR,60.0,For Rent
30 m2 Studio Apartments for Rent in Muscat Bosher,"Muscat, Bosher",,130 OMR,30.0,For Rent
40 m2 Studio Apartments for Rent in Muscat Azaiba,"Muscat, Azaiba",,190 OMR,40.0,For Rent
70 m2 1 Bedroom Apartments for Rent in Muscat Wadi Al Kabir,"Muscat, Wadi Al Kabir",1.0,160 OMR,70.0,For Rent
60 m2 2 Bedrooms Apartments for Rent in Muscat Ghala,"Muscat, Ghala",2.0,165 OMR,60.0,For Rent
300 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,25 OMR,300.0,For Rent
400 m2 4 Bedrooms Villa for Rent in Dhofar Taqah,"Dhofar, Taqah",4.0,75 OMR,400.0,For Rent
250 m2 3 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",3.0,60 OMR,250.0,For Rent
200 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,1 OMR,200.0,For Rent
150 m2 3 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",3.0,50 OMR,150.0,For Rent
25 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1.0,"1,000 OMR",25.0,For Rent
220 m2 3 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",3.0,1 OMR,220.0,For Rent
200 m2 3 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",3.0,50 OMR,200.0,For Rent
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,25 OMR,100.0,For Rent
600 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,60 OMR,600.0,For Rent
70 m2 Studio Apartments for Rent in Dhofar Salala,"Dhofar, Salala",,20 OMR,70.0,For Rent
Furnished Daily in Dhofar Other,"Dhofar, Other",,20 OMR,,For Rent
‏بوتيك ملابس ‏بتصميم ‏راقي ومميز للإخلاء في مشروع ذا فليج على الشاطئ الحيل الشمالية,"Muscat, Al-Hail",,"3,000 OMR",35.0,For Rent
300 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,1 OMR,300.0,For Rent
100 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,60 OMR,100.0,For Rent
75 m2 1 Bedroom Apartments for Rent in Muscat Bosher,"Muscat, Bosher",1.0,300 OMR,75.0,For Rent
50 m2 2 Bedrooms Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",2.0,140 OMR,50.0,For Rent
للايجار محل تجاري  بالسيب  الشرادي Shop for Rent at Seeb Al Sharadi,"Muscat, Seeb",,250 OMR,30.0,For Rent
90 m2 Studio Apartments for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",,180 OMR,90.0,For Rent
1 m2 2 Bedrooms Apartments for Rent in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",2.0,8 OMR,1.0,For Rent
120 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,40 OMR,120.0,For Rent
600 m2 4 Bedrooms Villa for Rent in Al Batinah Barka,"Al Batinah, Barka",4.0,400 OMR,600.0,For Rent
210 m2 2 Bedrooms Apartments for Rent in Muscat Seeb,"Muscat, Seeb",2.0,140 OMR,210.0,For Rent
150 m2 2 Bedrooms Apartments for Rent in Dhofar Other,"Dhofar, Other",2.0,40 OMR,150.0,For Rent
103 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,45 OMR,103.0,For Rent
More than 6 bedrooms Chalet for Rent in Al Sharqiya Sur,"Al Sharqiya, Sur",,100 OMR,600.0,For Rent
Big room in Al kuwair nice place,"Muscat, Al Khuwair",,120 OMR,,For Rent
2 Bedrooms Chalet for Rent in Al Batinah Barka,"Al Batinah, Barka",2.0,50 OMR,300.0,For Rent
85 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,30 OMR,85.0,For Rent
2 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,35 OMR,2.0,For Rent
80 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,30 OMR,80.0,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",,25 OMR,,For Rent
Furnished Daily in Muscat Al-Hail,"Muscat, Al-Hail",,9 OMR,,For Rent
210 m2 1 Bedroom Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",1.0,150 OMR,210.0,For Rent
200 m2 4 Bedrooms Townhouse for Rent in Muscat Amerat,"Muscat, Amerat",4.0,270 OMR,200.0,For Rent
Elegant Furnished Apartment for Rent in Al Mouj – Marina View  Block A,"Muscat, Al Mouj",2.0,550 OMR,150.0,For Rent
300 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,30 OMR,300.0,For Rent
80 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",2.0,190 OMR,80.0,For Rent
100 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",,45 OMR,100.0,For Rent
denting paint garage for sale للبيع جراج للسمكرة والدهان,"Muscat, Al Maabilah",,"7,500 OMR",150.0,For Rent
85 m2 1 Bedroom Apartments for Rent in Al Batinah Barka,"Al Batinah, Barka",1.0,16 OMR,85.0,For Rent
300 m2 More than 6 bedrooms Villa for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",,600 OMR,300.0,For Rent
160 m2 3 Bedrooms Apartments for Rent in Muscat Azaiba,"Muscat, Azaiba",3.0,290 OMR,160.0,For Rent
400 m2 4 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",4.0,60 OMR,400.0,For Rent
110 m2 2 Bedrooms Apartments for Rent in Muscat Bosher,"Muscat, Bosher",2.0,23 OMR,110.0,For Rent
300 m2 More than 6 bedrooms Villa for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",,400 OMR,300.0,For Rent
400 m2 5 Bedrooms Villa for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",5.0,500 OMR,400.0,For Rent
300 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",,70 OMR,300.0,For Rent
200 m2 3 Bedrooms Apartments for Rent in Muscat Ansab,"Muscat, Ansab",3.0,310 OMR,200.0,For Rent
10 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",,80 OMR,10.0,For Rent
100 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",2.0,200 OMR,100.0,For Rent
محل للايجار او البيع,"Muscat, Azaiba",,750 OMR,50.0,For Rent
100 m2 1 Bedroom Apartments for Rent in Muscat Qurm,"Muscat, Qurm",1.0,250 OMR,100.0,For Rent
RF66 - 2BHK FLAT FOR RENT IN RUWI MBD AREA,"Muscat, Ruwi",2.0,250 OMR,90.0,For Rent
100 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",2.0,12 OMR,100.0,For Rent
300 m2 3 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",3.0,85 OMR,300.0,For Rent
Industrial Land for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",,550 OMR,,For Rent
مكتب فى قلب الخوير داخل مجمع الياسمين مقابل ماكدونلد وقريب فندق ريدسون بلو واسواق الامارات,"Muscat, Al Khuwair",,165 OMR,8.0,For Rent
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,55 OMR,100.0,For Rent
90 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",2.0,180 OMR,90.0,For Rent
160 m2 1 Bedroom Apartments for Rent in Muscat Al Mouj,"Muscat, Al Mouj",1.0,60 OMR,160.0,For Rent
Villa for Rent in MQ,"Muscat, Madinat As Sultan Qaboos",5.0,"1,000 OMR",1111.0,For Rent
150 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,45 OMR,150.0,For Rent
1 Bedroom Chalet for Rent in Dhofar Other,"Dhofar, Other",1.0,35 OMR,80.0,For Rent
4 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,30 OMR,4.0,For Rent
100 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1.0,13 OMR,100.0,For Rent
300 m2 5 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",5.0,100 OMR,300.0,For Rent
22222 m2 1 Bedroom Apartments for Rent in Muscat Bosher,"Muscat, Bosher",1.0,170 OMR,22222.0,For Rent
450 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",,140 OMR,450.0,For Rent
450 m2 3 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",3.0,140 OMR,450.0,For Rent
400 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,35 OMR,400.0,For Rent
2 Bedrooms Chalet for Rent in Al Batinah Suwaiq,"Al Batinah, Suwaiq",2.0,50 OMR,1200.0,For Rent
Apartment for rent in Qurum,"Muscat, Qurm",2.0,200 OMR,1111.0,For Rent
534 m2 More than 6 bedrooms Townhouse for Rent in Al Wustaa Al Duqum,"Al Wustaa, Al Duqum",,"1,500 OMR",534.0,For Rent
22222 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",4.0,750 OMR,22222.0,For Rent
600 m2 5 Bedrooms Villa for Rent in Muscat Al Khoud,"Muscat, Al Khoud",5.0,700 OMR,600.0,For Rent
120 m2 3 Bedrooms Apartments for Rent in Muscat Seeb,"Muscat, Seeb",3.0,225 OMR,120.0,For Rent
150 m2 Studio Apartments for Rent in Dhofar Salala,"Dhofar, Salala",,30 OMR,150.0,For Rent
"Apartment for rent in sohar ,Alhambar area near the Indian school second floor 140 rail","Al Batinah, Sohar",1.0,140 OMR,150.0,For Rent
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,25 OMR,100.0,For Rent
82 m2 Studio Apartments for Rent in Dhofar Taqah,"Dhofar, Taqah",,45 OMR,82.0,For Rent
96 m2 2 Bedrooms Apartments for Rent in Muscat Al Mawaleh,"Muscat, Al Mawaleh",2.0,300 OMR,96.0,For Rent
100 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1.0,16 OMR,100.0,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",,45 OMR,,For Rent
1 Bedroom Chalet for Rent in Al Batinah Barka,"Al Batinah, Barka",1.0,35 OMR,300.0,For Rent
1000 m2 More than 6 bedrooms Townhouse for Rent in Muscat Ansab,"Muscat, Ansab",,100 OMR,1000.0,For Rent
NEW 1 BHK FOR RENT IN AL ANSAB,"Muscat, Ansab",1.0,220 OMR,56.0,For Rent
78 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,35 OMR,78.0,For Rent
BASEMENT 175 M2,"Muscat, Al Mawaleh",,"1,000 OMR",175.0,For Rent
60 m2 Studio Apartments for Rent in Dhofar Salala,"Dhofar, Salala",,,60.0,For Rent
MQ Villa for Rent  5 Bedrooms + Maid Room  Access to Pool & Gym,"Muscat, Madinat As Sultan Qaboos",5.0,850 OMR,300.0,For Rent
20 m2 1 Bedroom Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",1.0,85 OMR,20.0,For Rent
300 m2 4 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",4.0,75 OMR,300.0,For Rent
3 Bedrooms Chalet for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",3.0,50 OMR,300.0,For Rent
360 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",2.0,35 OMR,360.0,For Rent
#REF725   Modern Building in Muttrah consist of 2BHK for rent @ 210/- RO,"Muscat, Muttrah",2.0,210 OMR,100.0,For Rent
500 m2 Studio Apartments for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",,180 OMR,500.0,For Rent
مبنى ومحلات وشقق للايجار لوى الصناعية,"Al Batinah, Liwa",,50 OMR,1150.0,For Rent
300 m2 3 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",3.0,30 OMR,300.0,For Rent
sifah apartments for rent,"Muscat, Al-Sifah",,30 OMR,35.0,For Rent
Commercial Land for Rent in Al Dakhiliya Sumail,"Al Dakhiliya, Sumail",,"1,000 OMR",,For Rent
مكاتب للايجار بموقع ممتاز 2 شهرين سماح   Office for rent near City center 2 month free,"Muscat, Al Mawaleh",,450 OMR,115.0,For Rent
70 m2 Studio Apartments for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",,180 OMR,70.0,For Rent
40 m2 Studio Apartments for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",,190 OMR,40.0,For Rent
Flat for rent in wadi alkabir near Indian School,"Muscat, Wadi Al Kabir",2.0,180 OMR,90.0,For Rent
50 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,40 OMR,50.0,For Rent
Furnished Monthly in Muscat Al Khuwair,"Muscat, Al Khuwair",,130 OMR,,For Rent
2 Bedrooms Chalet for Rent in Al Dhahirah Ibri,"Al Dhahirah, Ibri",2.0,50 OMR,1000.0,For Rent
Office Space for Rent at Al Hail مكتب للإيجار في الحيل الشمالية,"Muscat, Al Maabilah",,290 OMR,91.0,For Rent
AL mawaleh south room for rent,"Muscat, Al Mawaleh",,105 OMR,,For Rent
200 m2 5 Bedrooms Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",5.0,380 OMR,200.0,For Rent
room for rent wadi awami lulu al khoud,"Muscat, Al Khoud",,115 OMR,,For Rent
100 m2 2 Bedrooms Apartments for Rent in Muscat Amerat,"Muscat, Amerat",2.0,12 OMR,100.0,For Rent
500 m2 Studio Apartments for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",,180 OMR,500.0,For Rent
280 m2 4 Bedrooms Villa for Rent in Muscat Bosher,"Muscat, Bosher",4.0,950 OMR,280.0,For Rent
Commercial Land for Rent in Al Batinah Al Khaboura,"Al Batinah, Al Khaboura",,300 OMR,,For Rent
House to lent 4 rooms 5 toilets منزل بنزوى غاف الشيخ منطقة جامع الحق 4 غرف 5 دورات مياه,"Al Dakhiliya, Nizwa",4.0,350 OMR,270.0,For Rent
محلات للإيجار في صناعية كرشاء,"Al Dakhiliya, Nizwa",,1 OMR,42.0,For Rent
3 Bedrooms Chalet for Rent in Dhofar Salala,"Dhofar, Salala",3.0,75 OMR,250.0,For Rent
صالون رجالي للبيع أو للإيجار مع ملحقاته الجديده غير مستخدمه .  Men’s salon for sale or rent .,"Muscat, Al Maabilah",,"1,300 OMR",30.0,For Rent
Furnished Monthly in Muscat Bosher,"Muscat, Bosher",,70 OMR,,For Rent
Studio Chalet for Rent in Muscat Bosher,"Muscat, Bosher",,30 OMR,190.0,For Rent
80 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,40 OMR,80.0,For Rent
مكتب مجهز للايجار,"Muscat, Qurm",,660 OMR,110.0,For Rent
Furnished Monthly in Muscat Al Khoud,"Muscat, Al Khoud",,90 OMR,,For Rent
1000 m2 4 Bedrooms Villa for Rent in Muscat Ghala,"Muscat, Ghala",4.0,"1,500 OMR",1000.0,For Rent
100 m2 2 Bedrooms Apartments for Rent in Muscat Al-Hail,"Muscat, Al-Hail",2.0,180 OMR,100.0,For Rent
480 m2 2 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",2.0,80 OMR,480.0,For Rent
Semi Furnished room in Al khuwair,"Muscat, Al Khuwair",,120 OMR,,For Rent
100 m2 1 Bedroom Apartments for Rent in Muscat Qurm,"Muscat, Qurm",1.0,17 OMR,100.0,For Rent
مخازن للإيجار، واسعة ومهيأة ومعتمدة من الدفاع المدني,"Muscat, Misfah",,900 OMR,400.0,For Rent
443 m2 More than 6 bedrooms Villa for Rent in Muscat Seeb,"Muscat, Seeb",,400 OMR,443.0,For Rent
130 m2 2 Bedrooms Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",2.0,220 OMR,130.0,For Rent
70 m2 2 Bedrooms Apartments for Rent in Muscat Ghubrah,"Muscat, Ghubrah",2.0,190 OMR,70.0,For Rent
70 m2 2 Bedrooms Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",2.0,170 OMR,70.0,For Rent
1 Bedroom Chalet for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",1.0,20 OMR,100.0,For Rent
100 m2 3 Bedrooms Apartments for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",3.0,260 OMR,100.0,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",,35 OMR,,For Rent
275 m2 4 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",4.0,80 OMR,275.0,For Rent
Furnished Daily in Muscat Bosher,"Muscat, Bosher",,12 OMR,,For Rent
205 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",2.0,30 OMR,205.0,For Rent
Furnished Daily in Muscat Seeb,"Muscat, Seeb",,10 OMR,,For Rent
210 m2 3 Bedrooms Apartments for Rent in Muscat Seeb,"Muscat, Seeb",3.0,165 OMR,210.0,For Rent
120 m2 2 Bedrooms Apartments for Rent in Dhofar Other,"Dhofar, Other",2.0,40 OMR,120.0,For Rent
500 m2 5 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",5.0,100 OMR,500.0,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",,25 OMR,,For Rent
Mixed Use Land for Rent in Dhofar Salala,"Dhofar, Salala",,25 OMR,,For Rent
60 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,45 OMR,60.0,For Rent
235 m2 4 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",4.0,90 OMR,235.0,For Rent
4 Bedrooms Chalet for Rent in Al Batinah Suwaiq,"Al Batinah, Suwaiq",4.0,40 OMR,1800.0,For Rent
47 m2 Studio Apartments for Rent in Muscat Halban,"Muscat, Halban",,80 OMR,47.0,For Rent
320 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",4.0,80 OMR,320.0,For Rent
Two BHK apartment for rent,"Muscat, Ghubrah",2.0,270 OMR,110.0,For Rent
450 m2 2 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",2.0,30 OMR,450.0,For Rent
4 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1.0,15 OMR,4.0,For Rent
105 m2 2 Bedrooms Apartments for Rent in Al Wustaa Al Duqum,"Al Wustaa, Al Duqum",2.0,190 OMR,105.0,For Rent
Flat for rent,"Al Wustaa, Al Duqum",2.0,190 OMR,110.0,For Rent
Furnished Monthly in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",,110 OMR,,For Rent
Room for rent,"Muscat, Azaiba",1.0,120 OMR,30.0,For Rent
80 m2 3 Bedrooms Apartments for Rent in Al Batinah Liwa,"Al Batinah, Liwa",3.0,100 OMR,80.0,For Rent
